individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay,exclude,excludeReason,samplingDate,platform,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,isStranded,readStrandOrigin,runType,readLength,notes
R9976232,510_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9936070,207_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.2,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9907075,81_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9905342,649_120529,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9904978,487_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9818080,182_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9817161,193_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9817056,694_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9809661,366_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9809441,52_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9781891,522_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9771008,493_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9680160,602_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9652199,634_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9649089,653_120529,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9598418,391_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9596785,453_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.3,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9585968,371_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9582641,414_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9579311,102_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9566976,641_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.2,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9506463,111_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9489952,600_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9473965,188_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9426782,321_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9419876,547_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9400562,130_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9395022,305_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9393519,668_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9354381,555_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9330569,679_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9329742,318_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9328823,112_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9309271,689_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9307768,418_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9286126,589_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9255058,216_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9254464,654_120529,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.7,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9253870,619_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9245150,358_120502,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.9,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9225354,312_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9217634,624_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9210731,576_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,0,0,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9205118,410_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9163526,274_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,9.1,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9145673,408_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9137173,76_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9127940,340_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9116123,288_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9113571,222_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.3,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9101940,234_120425,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9101835,578_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9088015,46_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9072353,477_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9053141,451_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9047934,683_120604,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.1,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9042659,39_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R9033345,309_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8998310,121_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8983137,405_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8971831,482_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8963331,607_120523,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8937093,565_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8935140,120_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8882846,507_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8860977,260_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.3,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8850524,273_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.3,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8845676,524_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8834184,556_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.1,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8799615,113_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8783288,160_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8781115,698_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8774534,625_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8759568,616_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8744945,267_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8741068,329_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8725848,290_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.1,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8724814,662_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8704458,242_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8647890,54_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.4,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8635714,580_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8629052,656_120529,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8626395,397_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8615683,724_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.4,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8608442,672_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.3,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8573871,568_120521,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8572172,315_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.3,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8553520,533_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8553415,471_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8466373,495_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8457289,476_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8451530,434_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.6,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8444624,593_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8432213,316_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8415954,254_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8410459,132_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8375980,57_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8351613,633_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8330118,146_120419,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8329066,03_120405,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8316516,279_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8293796,428_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.4,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8209563,707_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8186418,R24_131017,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.6,,7,7,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8180874,26_120411,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.7,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8155560,506_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8129442,584_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.9,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8075334,629_120524,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.8,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8072902,554_120517,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.3,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8059994,337_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8054504,158_120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R8044591,590_120522,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7995082,390_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7993799,663_120530,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7978618,463_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7959406,708_120531,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7920516,385_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7915228,697_120605,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7912121,350_120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.8,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7911202,521_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.1,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7904841,276_120430,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.2,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7903817,66_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7881801,520_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7876628,431_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7874995,544_120516,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.5,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7851092,413_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.1,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7840275,187_120424,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8.1,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7833589,530_120515,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.7,,2,2,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7796947,462_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7791442,445_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.9,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7767837,402_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.2,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7758743,34_120416,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.5,,3,3,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7738727,479_120514,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.3,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7721691,07_120410,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.6,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7698313,79_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7,,5,5,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7696135,399_120503,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7641350,252_120426,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,8,,1,1,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7596878,94_120417,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.9,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7594705,425_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,7.6,,6,6,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7583108,424_120507,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,5.3,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
R7578585,109_120418,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,,6.4,,4,4,polyAselection,,True,,pairedEnd,101,data contribution batch 1
