individualID,specimenID,specimenIdSource,organ,tissue,BrodmannArea,sampleStatus,tissueWeight,tissueVolume,nucleicAcidSource,cellType,fastingState,isPostMortem,samplingAge,samplingAgeUnits,visitNumber,assay,exclude,excludeReason,samplingDate,platform,RIN,rnaBatch,libraryBatch,sequencingBatch,libraryPrep,libraryPreparationMethod,isStranded,readStrandOrigin,runType,readLength,notes
R1292795,Sample_R1292795-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4124678,1026-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.3,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R4439627,Sample_R4439627-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9912143,1035-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2041878,Sample_R2041878-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8598847,Sample_324-120501,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.9,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8900496,Sample_R8900496-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2303995,Sample_R2303995-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4847810,Sample_R4847810-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2932087,1085-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2081705,Sample_R2081705-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3383215,Sample_R3383215-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6587113,1010-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2272015,2015-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1229732,Sample_R1229732-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8423894,1001-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.3,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3030177,1002-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1724172,Sample_R1724172-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2086195,Sample_R2086195-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1456393,1073-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R5563835,Sample_R5563835-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2735120,Sample_R2735120-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5061712,Sample_R5061712-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9815218,1024-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1640475,2006-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R4226008,1076-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8718712,Sample_R8718712-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9991313,Sample_R9991313-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1901673,1060-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.5,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1901673,Sample_SM-AYO4G,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.5,,,NYGC1,rRNAdepletion,Kapa,True,reverse,pairedEnd,125,data contribution batch 2
R5064479,1028-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R6600608,Sample_R6600608-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9543528,Sample_R9543528-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6681721,Sample_R6681721-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8003745,Sample_R8003745-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2529284,Sample_R2529284-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2171619,Sample_R2171619-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7129766,1030-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3938632,Sample_R3938632-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9085798,Sample_R9085798-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5518725,Sample_R5518725-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4894433,2008-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7289081,2011-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R2599360,Sample_R2599360-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1088362,Sample_R1088362-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6152556,Sample_R6152556-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9540861,Sample_R9540861-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8680264,1080-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.2,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7654915,Sample_2063-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,2.7,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8834859,1029-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R4580743,1040-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1538032,Sample_R1538032-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2923773,1052-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9738414,1014-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3633816,Sample_R3633816-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3269356,Sample_R3269356-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7645936,Sample_R7645936-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7063792,Sample_R7063792-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9996478,Sample_R9996478-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5214048,Sample_R5214048-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.2,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4542109,Sample_R4542109-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7288382,Sample_161-120423,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.4,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7664813,1086-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8976116,Sample_R8976116-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8059669,Sample_R8059669-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5933484,1004-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8288288,Sample_R8288288-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6216782,Sample_R6216782-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2807416,Sample_R2807416-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5009796,Sample_SM-2T6Z5,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.7,,,NYGC1,rRNAdepletion,Kapa,True,reverse,pairedEnd,125,data contribution batch 2
R3435705,1062-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R5407536,Sample_R5407536-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.9,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4739508,Sample_R4739508-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8418611,2007-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.3,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8434166,Sample_R8434166-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4597099,Sample_R4597099-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R9254359,1058-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.3,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R5225865,Sample_R5225865-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8062004,1033-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.9,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9064073,Sample_R9064073-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3707055,1083-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7844746,Sample_R7844746-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,9.4,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8093392,1066-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8399817,1075-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.9,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7891149,Sample_R7891149-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R7304869,1023-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R8915904,Sample_R8915904-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6604404,1046-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R1326552,Sample_R1326552-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2102232,1003-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7423003,Sample_R7423003-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.1,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5133113,1078-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.6,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3898333,Sample_R3898333-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.3,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5757577,Sample_2004r-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.6,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R2117075,1019-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.4,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7986223,Sample_R7986223-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3445043,Sample_R3445043-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6382654,1087-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.1,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R9721493,Sample_R9721493-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R8428404,1065-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7.6,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R7726976,1056-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,5.8,,,9,polyAselection,TruSeq,True,reverse,pairedEnd,101,data contribution batch 2
R3279589,Sample_R3279589-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.5,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R3509724,Sample_2066-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.1,,,NYGC2,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R1954385,Sample_R1954385-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,4.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R4005989,Sample_R4005989-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,7,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R6103640,Sample_R6103640-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.6,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
R5486471,Sample_R5486471-DLPFC,"",brain,dorsolateral prefrontal cortex,"","",,,bulk cell,"",,,"",,,rnaSeq,,"",,IlluminaNovaseq6000,6.8,,,NYGC3,rRNAdepletion,Kapa,True,reverse,pairedEnd,100,data contribution batch 2
