Gene,Gene_name,In_OMIM,In_OpenTargets_Platform,OpenTargets_score,OpenTargets_sources,In_ClinVar,In_SZDB,Databases
GID4,GID complex subunit 4 homolog,N,Y,0.11516759421181391,gwas_credible_sets,N,N,OpenTargets_Platform
GIGYF1,GRB10 interacting GYF protein 1,N,Y,0.10850208708799243,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GIGYF2,GRB10 interacting GYF protein 2,N,Y,0.4834754146037667,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GIN1,gypsy retrotransposon integrase 1,N,Y,0.20807064715220588,gwas_credible_sets,N,N,OpenTargets_Platform
GIP,gastric inhibitory polypeptide,N,Y,0.02455243015104817,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GIPC2,GIPC PDZ domain containing family member 2,N,Y,0.05463052159321212,gwas_credible_sets,N,N,OpenTargets_Platform
GIPR,gastric inhibitory polypeptide receptor,N,Y,0.10918654722688384,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GJA5,gap junction protein alpha 5,Y,N,0.019109331708613998,europepmc,N,N,OMIM
GJA8,gap junction protein alpha 8,Y,N,0.026032383675424427,europepmc,N,N,OMIM
GJD2,gap junction protein delta 2,N,Y,0.12513281988675456,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GJD4,gap junction protein delta 4,N,Y,0.06037330379270931,gwas_credible_sets,N,N,OpenTargets_Platform
GK2,glycerol kinase 2,N,Y,0.06635576535166642,gwas_credible_sets,N,N,OpenTargets_Platform
GK3,glycerol kinase 3,N,Y,0.23592097347341173,gwas_credible_sets,N,N,OpenTargets_Platform
GLB1,galactosidase beta 1,N,Y,0.11133593122376641,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
GLB1L2,galactosidase beta 1 like 2,N,Y,0.023295374386533806,gwas_credible_sets,N,N,OpenTargets_Platform
GLCCI1,glucocorticoid induced 1,N,Y,0.03131078830984537,gwas_credible_sets,N,N,OpenTargets_Platform
GLI1,GLI family zinc finger 1,N,Y,0.07913724110717765,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GLIPR1L1,GLIPR1 like 1,N,Y,0.028562381586961127,gwas_credible_sets,N,N,OpenTargets_Platform
GLIPR1L2,GLIPR1 like 2,N,Y,0.035287259641591684,gwas_credible_sets,N,N,OpenTargets_Platform
GLIS3,GLIS family zinc finger 3,N,N,0.0019687897928913835,expression_atlas|europepmc,Y,N,ClinVar
GLRA2,glycine receptor alpha 2,Y,N,0.010163446003829301,europepmc,N,N,OMIM
GLT8D1,glycosyltransferase 8 domain containing 1,N,Y,0.05493729804341202,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
GLYCTK,glycerate kinase,N,Y,0.10925567532678232,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GMIP,GEM interacting protein,N,Y,0.13330511168979678,gwas_credible_sets,N,N,OpenTargets_Platform
GMPR,guanosine monophosphate reductase,N,Y,0.022183781238810877,gwas_credible_sets,N,N,OpenTargets_Platform
GNAI1,G protein subunit alpha i1,N,Y,0.0803457872969256,impc|gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GNAL,G protein subunit alpha L,Y,N,0.014291332426701822,europepmc,N,N,OMIM
GNB2,G protein subunit beta 2,N,Y,0.10641625741831792,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,N,Y,0.22288407261332704,gwas_credible_sets,N,N,OpenTargets_Platform
GNL3,G protein nucleolar 3,N,Y,0.22092366989842926,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GOLGA6L4,golgin A6 family like 4,N,Y,0.28234479907481774,gwas_credible_sets,N,N,OpenTargets_Platform
GPBP1,GC-rich promoter binding protein 1,N,Y,0.05464694397113629,gwas_credible_sets,N,N,OpenTargets_Platform
GPD1,glycerol-3-phosphate dehydrogenase 1,N,Y,0.024040182163056856,gwas_credible_sets,N,N,OpenTargets_Platform
GPD1L,glycerol-3-phosphate dehydrogenase 1 like,N,Y,0.1324128787816285,eva|impc|gwas_credible_sets,Y,N,OpenTargets_Platform|ClinVar
GPD2,glycerol-3-phosphate dehydrogenase 2,N,Y,0.2776350078914711,clinical_precedence|gwas_credible_sets,N,N,OpenTargets_Platform
GPHN,gephyrin,Y,Y,0.115738899436483,eva|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
GPM6A,glycoprotein M6A,N,Y,0.5341163488780444,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GPN3,GPN-loop GTPase 3,N,Y,0.08440271290063017,gwas_credible_sets,N,N,OpenTargets_Platform
GPR141,G protein-coupled receptor 141,N,Y,0.025537940409650742,gwas_credible_sets,N,N,OpenTargets_Platform
GPR153,G protein-coupled receptor 153,N,N,0.048163646662510336,impc|europepmc,Y,N,ClinVar
GPR161,G protein-coupled receptor 161,N,Y,0.025724192864847072,gwas_credible_sets,N,N,OpenTargets_Platform
GPR180,G protein-coupled receptor 180,N,Y,0.02635443603749331,gwas_credible_sets,N,N,OpenTargets_Platform
GPR25,G protein-coupled receptor 25,N,Y,0.02968448826448146,gwas_credible_sets,N,N,OpenTargets_Platform
GPR50,G protein-coupled receptor 50,Y,N,0.004619748183558772,europepmc,N,N,OMIM
GPR85,G protein-coupled receptor 85,Y,N,0.0317697688266415,europepmc,N,N,OMIM
GPT,glutamic--pyruvic transaminase,N,Y,0.039573102216367,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GRAMD1B,GRAM domain containing 1B,N,Y,0.4649291623946806,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GRAPL,GRB2 related adaptor protein like,N,Y,0.022732510049671525,gwas_credible_sets,N,N,OpenTargets_Platform
GRIA1,glutamate ionotropic receptor AMPA type subunit 1,N,Y,0.43836025272435114,gwas_credible_sets|clinical_precedence|impc|europepmc,N,N,OpenTargets_Platform
GRIA2,glutamate ionotropic receptor AMPA type subunit 2,N,Y,0.11617535715611813,clinical_precedence|europepmc,N,N,OpenTargets_Platform
GRIA3,glutamate ionotropic receptor AMPA type subunit 3,N,Y,0.14529949703659598,gene_burden|clinical_precedence|europepmc,N,N,OpenTargets_Platform
GRIA4,glutamate ionotropic receptor AMPA type subunit 4,N,Y,0.12158309999171141,clinical_precedence|impc|europepmc,N,N,OpenTargets_Platform
GRID2,glutamate ionotropic receptor delta type subunit 2,N,N,0.040225858161102565,impc|europepmc,Y,N,ClinVar
GRIFIN,galectin-related inter-fiber protein,N,Y,0.031001895936966114,gwas_credible_sets,N,N,OpenTargets_Platform
GRIK2,glutamate ionotropic receptor kainate type subunit 2,N,Y,0.14776068916372642,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GRIK3,glutamate ionotropic receptor kainate type subunit 3,N,Y,0.09950628573556348,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GRIN1,glutamate ionotropic receptor NMDA type subunit 1,Y,Y,0.4085998679329412,clinical_precedence|europepmc|impc,N,N,OMIM|OpenTargets_Platform
GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,N,Y,0.6140540944487055,gwas_credible_sets|clinical_precedence|gene_burden|europepmc,N,N,OpenTargets_Platform
GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B,N,Y,0.4083613276375339,clinical_precedence|europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C,N,Y,0.39308086590149993,clinical_precedence|europepmc|expression_atlas,N,N,OpenTargets_Platform
GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D,N,Y,0.394671442067017,clinical_precedence|europepmc,N,N,OpenTargets_Platform
GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A,N,Y,0.39217276548087954,clinical_precedence|europepmc,N,N,OpenTargets_Platform
GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B,N,Y,0.39304915060654744,clinical_precedence|europepmc,N,N,OpenTargets_Platform
GRM1,glutamate metabotropic receptor 1,N,Y,0.2884926509995769,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GRM2,glutamate metabotropic receptor 2,Y,Y,0.36850365898315596,clinical_precedence|europepmc,N,N,OMIM|OpenTargets_Platform
GRM3,glutamate metabotropic receptor 3,Y,Y,0.5980019537421526,gwas_credible_sets|clinical_precedence|europepmc,N,N,OMIM|OpenTargets_Platform
GRM5,glutamate metabotropic receptor 5,Y,Y,0.12896064094513346,europepmc|impc|clinical_precedence,N,N,OMIM|OpenTargets_Platform
GRXCR1,,N,N,,,Y,N,ClinVar
GSDME,gasdermin E,N,Y,0.3660487275758071,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GSG1L2,GSG1 like 2,N,Y,0.01937277900060739,gwas_credible_sets,N,N,OpenTargets_Platform
GSK3A,glycogen synthase kinase 3 alpha,N,Y,0.26433304890828196,clinical_precedence|europepmc,N,N,OpenTargets_Platform
GSK3B,glycogen synthase kinase 3 beta,Y,Y,0.2738047334884214,clinical_precedence|europepmc,N,N,OMIM|OpenTargets_Platform
GSS,glutathione synthetase,N,Y,0.11585815139011672,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
GTF2IRD1,GTF2I repeat domain containing 1,N,N,0.0035110086195046675,europepmc,Y,N,ClinVar
GTF3C1,general transcription factor IIIC subunit 1,N,Y,0.15463108389580446,gwas_credible_sets,N,N,OpenTargets_Platform
GTF3C4,general transcription factor IIIC subunit 4,N,Y,0.019423497273408412,gwas_credible_sets,N,N,OpenTargets_Platform
GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1,N,Y,0.09650140650100547,clinical_precedence,N,N,OpenTargets_Platform
GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2,N,Y,0.09650140650100547,clinical_precedence,N,N,OpenTargets_Platform
GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,N,Y,0.09650140650100547,clinical_precedence,N,N,OpenTargets_Platform
GUCY2C,guanylate cyclase 2C,N,Y,0.03432271478982709,gwas_credible_sets,N,N,OpenTargets_Platform
GYPC,glycophorin C (Gerbich blood group),N,Y,0.16776912166744087,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GYS2,glycogen synthase 2,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
HABP2,hyaluronan binding protein 2,N,Y,0.0240004627503347,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HARBI1,harbinger transposase derived 1,N,Y,0.03161559484891708,gwas_credible_sets,N,N,OpenTargets_Platform
HARS1,histidyl-tRNA synthetase 1,N,Y,0.028451455086607916,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HAUS4,HAUS augmin like complex subunit 4,N,Y,0.02159069080495436,gwas_credible_sets,N,N,OpenTargets_Platform
HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1,N,Y,0.4941682121309027,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
HDAC1,histone deacetylase 1,N,Y,0.029438686632926613,europepmc|clinical_precedence,N,N,OpenTargets_Platform
HDAC2,histone deacetylase 2,N,Y,0.03247601557007294,europepmc|clinical_precedence,N,N,OpenTargets_Platform
HDAC3,histone deacetylase 3,N,Y,0.029800751028545333,europepmc|clinical_precedence,N,N,OpenTargets_Platform
HDAC4,histone deacetylase 4,Y,Y,0.32549293977225385,gwas_credible_sets|europepmc,N,N,OMIM|OpenTargets_Platform
HDAC6,histone deacetylase 6,N,Y,0.07524060673277279,impc|europepmc|clinical_precedence,N,N,OpenTargets_Platform
HDAC9,histone deacetylase 9,N,Y,0.21931809352576995,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HDLBP,high density lipoprotein binding protein,N,Y,0.020111315144246546,gwas_credible_sets,N,N,OpenTargets_Platform
HECW2,,N,N,,,Y,N,ClinVar
HEMK1,"HemK methyltransferase 1, mitochondrial release factors N(5)-glutamine",N,Y,0.02808282350699411,gwas_credible_sets,N,N,OpenTargets_Platform
HEY1,hes related family bHLH transcription factor with YRPW motif 1,N,Y,0.021014259557288528,gwas_credible_sets,N,N,OpenTargets_Platform
HHAT,hedgehog acyltransferase,N,Y,0.3114810826607011,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HIC1,HIC ZBTB transcriptional repressor 1,N,Y,0.038470487301361656,gwas_credible_sets,N,N,OpenTargets_Platform
HINT3,histidine triad nucleotide binding protein 3,N,Y,0.021381901637464205,gwas_credible_sets,N,N,OpenTargets_Platform
HIRIP3,HIRA interacting protein 3,N,Y,0.03655328108372109,gwas_credible_sets,N,N,OpenTargets_Platform
HIVEP1,HIVEP zinc finger 1,N,Y,0.2989097254407064,gwas_credible_sets,N,N,OpenTargets_Platform
HMG20A,high mobility group 20A,N,Y,0.3237594112610182,gwas_credible_sets|impc,N,N,OpenTargets_Platform
HMGA2,high mobility group AT-hook 2,N,Y,0.2732514065777171,gwas_credible_sets,N,N,OpenTargets_Platform
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase,N,Y,0.021542604407429777,europepmc|clinical_precedence,N,N,OpenTargets_Platform
HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1,N,Y,0.2250721589672237,gwas_credible_sets,N,N,OpenTargets_Platform
HMOX2,heme oxygenase 2,N,Y,0.14531740117484415,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HNF1A,HNF1 homeobox A,N,Y,0.09432927754374092,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HOMER1,homer scaffold protein 1,Y,N,0.044478696700874176,europepmc,N,N,OMIM
HOMER2,homer scaffold protein 2,Y,N,0.014393082118554222,europepmc,N,N,OMIM
HOMER3,homer scaffold protein 3,Y,N,0.0014783194187388072,europepmc,N,N,OMIM
HORMAD2,HORMA domain containing 2,N,Y,0.03782318704956531,gwas_credible_sets,N,N,OpenTargets_Platform
HP,haptoglobin,N,Y,0.04615766901763816,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
HPF1,histone PARylation factor 1,N,Y,0.05761162472142814,gwas_credible_sets,N,N,OpenTargets_Platform
HPR,haptoglobin-related protein,N,Y,0.07575511315081163,gwas_credible_sets,N,N,OpenTargets_Platform
HRH1,histamine receptor H1,N,Y,0.08766413781162409,clinical_precedence|europepmc,Y,N,OpenTargets_Platform|ClinVar
HRH2,histamine receptor H2,N,Y,0.20427896784030705,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HRH3,histamine receptor H3,N,Y,0.30362719063102006,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HS6ST3,heparan sulfate 6-O-sulfotransferase 3,Y,Y,0.26178366268917386,gwas_credible_sets,N,N,OMIM|OpenTargets_Platform
HSBP1L1,heat shock factor binding protein 1 like 1,N,Y,0.036179480372797425,gwas_credible_sets,N,N,OpenTargets_Platform
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1,N,Y,0.02217963021018568,gwas_credible_sets,N,N,OpenTargets_Platform
HSERVPRODH,,N,N,,,Y,N,ClinVar
HSPA13,heat shock protein family A (Hsp70) member 13,N,Y,0.13889308186185387,gwas_credible_sets,N,N,OpenTargets_Platform
HSPA6,heat shock protein family A (Hsp70) member 6,Y,N,,,N,N,OMIM
HSPA7,heat shock protein family A (Hsp70) member 7 (pseudogene),Y,N,,,N,N,OMIM
HSPA9,heat shock protein family A (Hsp70) member 9,N,Y,0.25104982231312917,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HSPD1,heat shock protein family D (Hsp60) member 1,N,Y,0.202451704953783,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HSPE1,heat shock protein family E (Hsp10) member 1,N,Y,0.18179695105688376,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HSPG2,heparan sulfate proteoglycan 2,N,N,0.00939387104665371,europepmc,Y,N,ClinVar
HSR,"Hand skill, relative",Y,N,,,N,N,OMIM
HT,Hashimoto thyroiditis,Y,N,,,N,N,OMIM
HTR1A,5-hydroxytryptamine receptor 1A,N,Y,0.6250054558099779,clinical_precedence|europepmc|impc,N,N,OpenTargets_Platform
HTR1B,5-hydroxytryptamine receptor 1B,N,Y,0.6150860317224179,clinical_precedence|europepmc|impc,N,N,OpenTargets_Platform
HTR1D,5-hydroxytryptamine receptor 1D,N,Y,0.587815892136479,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HTR1E,5-hydroxytryptamine receptor 1E,N,Y,0.5857370054538775,clinical_precedence,N,N,OpenTargets_Platform
HTR1F,5-hydroxytryptamine receptor 1F,N,Y,0.5928206710587476,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HTR2A,5-hydroxytryptamine receptor 2A,Y,Y,0.6327053851311031,clinical_precedence|impc|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
HTR2B,5-hydroxytryptamine receptor 2B,N,Y,0.5892397042490669,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HTR2C,5-hydroxytryptamine receptor 2C,Y,Y,0.6133629454357655,clinical_precedence|europepmc,N,N,OMIM|OpenTargets_Platform
HTR3A,5-hydroxytryptamine receptor 3A,Y,Y,0.5936459140980661,clinical_precedence|europepmc,N,N,OMIM|OpenTargets_Platform
HTR3B,5-hydroxytryptamine receptor 3B,N,Y,0.5918545178745849,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HTR3C,5-hydroxytryptamine receptor 3C,N,Y,0.5893261296937231,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HTR3D,5-hydroxytryptamine receptor 3D,N,Y,0.5893261296937231,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HTR3E,5-hydroxytryptamine receptor 3E,N,Y,0.5893261296937231,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HTR4,5-hydroxytryptamine receptor 4,Y,Y,0.6060889959799527,clinical_precedence|europepmc,N,N,OMIM|OpenTargets_Platform
HTR5A,5-hydroxytryptamine receptor 5A,N,Y,0.5945248853347984,clinical_precedence|europepmc|expression_atlas,N,N,OpenTargets_Platform
HTR6,5-hydroxytryptamine receptor 6,N,Y,0.6029742956523951,clinical_precedence|europepmc,N,N,OpenTargets_Platform
HTR7,5-hydroxytryptamine receptor 7,N,Y,0.5933127821375602,clinical_precedence|europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
HTRA1,HtrA serine peptidase 1,N,Y,0.10162445496613322,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
HTT,huntingtin,Y,N,0.012113480471901476,europepmc,N,N,OMIM
HYAL1,hyaluronidase 1,N,Y,0.1868066722070418,gwas_credible_sets,N,N,OpenTargets_Platform
HYAL2,hyaluronidase 2,N,Y,0.05978206935129042,gwas_credible_sets,N,N,OpenTargets_Platform
HYAL3,hyaluronidase 3,N,Y,0.024418935989261332,gwas_credible_sets,N,N,OpenTargets_Platform
HYKK,hydroxylysine kinase,N,Y,0.04249587675004583,gwas_credible_sets,N,N,OpenTargets_Platform
IDNK,IDNK gluconokinase,N,Y,0.2972748011687062,gwas_credible_sets,N,N,OpenTargets_Platform
IFI44,interferon induced protein 44,N,Y,0.2618664140987935,gwas_credible_sets,N,N,OpenTargets_Platform
IFI44L,interferon induced protein 44 like,N,Y,0.08965388045045193,gwas_credible_sets,N,N,OpenTargets_Platform
IFRD2,interferon related developmental regulator 2,N,Y,0.02417202757482395,gwas_credible_sets,N,N,OpenTargets_Platform
IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,N,Y,0.3185204516497019,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,N,Y,0.026791113234526275,gwas_credible_sets,N,N,OpenTargets_Platform
IGFBP7,insulin like growth factor binding protein 7,N,Y,0.22079023542326162,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
IGSF3,immunoglobulin superfamily member 3,N,Y,0.30600725468990586,gwas_credible_sets,N,N,OpenTargets_Platform
IGSF9B,immunoglobulin superfamily member 9B,N,Y,0.5317063477709411,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
IHO1,interactor of HORMAD1 1,N,Y,0.12657484177252826,gwas_credible_sets,N,N,OpenTargets_Platform
IK,IK cytokine,N,Y,0.021113427281439303,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
IKBIP,IKBKB interacting protein,N,Y,0.1978743085658251,gwas_credible_sets,N,N,OpenTargets_Platform
IKZF4,IKAROS family zinc finger 4,N,Y,0.06379920898434113,gwas_credible_sets,N,N,OpenTargets_Platform
IL1RAPL1,interleukin 1 receptor accessory protein like 1,N,Y,0.29601526549893636,gwas_credible_sets|eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
IL20RB,interleukin 20 receptor subunit beta,N,Y,0.03528740836282725,gwas_credible_sets,N,N,OpenTargets_Platform
IL31,interleukin 31,N,Y,0.018853026787197816,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
IL4R,interleukin 4 receptor,N,Y,0.023241050045375144,gwas_credible_sets|europepmc|expression_atlas,N,N,OpenTargets_Platform
IL5RA,interleukin 5 receptor subunit alpha,N,Y,0.038578228178663465,gwas_credible_sets,N,N,OpenTargets_Platform
IL6R,interleukin 6 receptor,N,Y,0.044619352525839165,clinical_precedence|europepmc,N,N,OpenTargets_Platform
IMMP1L,,N,N,,,Y,N,ClinVar
IMMP2L,inner mitochondrial membrane peptidase subunit 2,N,Y,0.4725254881885409,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
IMPA1,inositol monophosphatase 1,N,Y,0.269547523316467,clinical_precedence|impc,N,N,OpenTargets_Platform
INAVA,innate immunity activator,N,Y,0.40218251255422915,gwas_credible_sets,N,N,OpenTargets_Platform
INHBE,inhibin subunit beta E,N,Y,0.2110354866489385,gwas_credible_sets,N,N,OpenTargets_Platform
INO80E,INO80 complex subunit E,N,Y,0.12811589271562432,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
INPP4B,inositol polyphosphate-4-phosphatase type II B,N,Y,0.2921283526299546,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
INSR,insulin receptor,N,Y,0.03827243114188338,europepmc|clinical_precedence,N,N,OpenTargets_Platform
