Gene,Gene_name,In_OMIM,In_OpenTargets_Platform,OpenTargets_score,OpenTargets_sources,In_ClinVar,In_SZDB,Databases
DNAJC11,DnaJ heat shock protein family (Hsp40) member C11,N,Y,0.19641798423175771,gwas_credible_sets,N,N,OpenTargets_Platform
DNAJC19,DnaJ heat shock protein family (Hsp40) member C19,N,Y,0.4184680221362998,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
DNAJC24,DnaJ heat shock protein family (Hsp40) member C24,N,Y,0.03301894209628379,gwas_credible_sets,Y,N,OpenTargets_Platform|ClinVar
DNAJC6,DnaJ heat shock protein family (Hsp40) member C6,N,Y,0.029330028970072374,gwas_credible_sets,N,N,OpenTargets_Platform
DNASE1,deoxyribonuclease 1,Y,N,0.0018478992734235094,europepmc,N,N,OMIM
DNMT1,DNA methyltransferase 1,Y,N,0.07533390142578933,europepmc,N,N,OMIM
DOC2A,double C2 domain alpha,N,Y,0.20040138371005908,gwas_credible_sets|europepmc|expression_atlas,N,N,OpenTargets_Platform
DOCK1,dedicator of cytokinesis 1,N,Y,0.30046263695212744,gwas_credible_sets,N,N,OpenTargets_Platform
DOCK3,dedicator of cytokinesis 3,N,Y,0.3437510366454369,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
DOCK4,dedicator of cytokinesis 4,N,Y,0.05660167873108821,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
DOP1A,DOP1 leucine zipper like protein A,N,Y,0.2054199806319381,gwas_credible_sets,N,N,OpenTargets_Platform
DOT1L,DOT1 like histone lysine methyltransferase,N,Y,0.07923238533772266,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
DPH2,diphthamide biosynthesis 2,N,Y,0.027526615809199725,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
DPH6,diphthamine biosynthesis 6,N,Y,0.19230256496123926,gwas_credible_sets,N,N,OpenTargets_Platform
DPP10,dipeptidyl peptidase like 10,N,N,0.010258510155339861,europepmc,Y,N,ClinVar
DPP4,dipeptidyl peptidase 4,N,Y,0.20685163806415668,gwas_credible_sets|clinical_precedence|europepmc,N,N,OpenTargets_Platform
DPP6,dipeptidyl peptidase like 6,N,Y,0.20502675357641997,gwas_credible_sets|europepmc,Y,N,OpenTargets_Platform|ClinVar
DPPA2,developmental pluripotency associated 2,N,Y,0.07747417595062046,gwas_credible_sets,N,N,OpenTargets_Platform
DPPA4,developmental pluripotency associated 4,N,Y,0.018884378472432965,gwas_credible_sets,N,N,OpenTargets_Platform
DPY19L3,dpy-19 like C-mannosyltransferase 3,N,Y,0.08246442966687056,gwas_credible_sets,N,N,OpenTargets_Platform
DPYD,dihydropyrimidine dehydrogenase,N,Y,0.47618864006747885,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
DPYSL3,dihydropyrimidinase like 3,N,Y,0.03152375044654645,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
DRAM2,DNA damage regulated autophagy modulator 2,N,Y,0.03358942973181862,gwas_credible_sets,N,N,OpenTargets_Platform
DRC11,dynein regulatory complex subunit 11,N,Y,0.025281821255079835,gwas_credible_sets,N,N,OpenTargets_Platform
DRC3,dynein regulatory complex subunit 3,N,Y,0.16387648615094544,gwas_credible_sets,N,N,OpenTargets_Platform
DRD1,dopamine receptor D1,Y,Y,0.4117002759526656,clinical_precedence|impc|europepmc,N,N,OMIM|OpenTargets_Platform
DRD2,dopamine receptor D2,Y,Y,0.7446866634277316,clinical_precedence|gwas_credible_sets|europepmc|eva,Y,N,OMIM|OpenTargets_Platform|ClinVar
DRD3,dopamine receptor D3,Y,Y,0.6701857572796848,clinical_precedence|uniprot_literature|eva|europepmc|impc,Y,N,OMIM|OpenTargets_Platform|ClinVar
DRD4,dopamine receptor D4,Y,Y,0.6190464468516051,clinical_precedence|europepmc,N,N,OMIM|OpenTargets_Platform
DRD5,dopamine receptor D5,Y,Y,0.4209560192047927,clinical_precedence|eva|europepmc,Y,N,OMIM|OpenTargets_Platform|ClinVar
DRG2,developmentally regulated GTP binding protein 2,N,Y,0.04155876693143664,gwas_credible_sets,N,N,OpenTargets_Platform
DSTYK,dual serine/threonine and tyrosine protein kinase,Y,N,0.06329424591330203,impc,N,N,OMIM
DTNBP1,dystrobrevin binding protein 1,Y,Y,0.30105324685504753,gwas_credible_sets|europepmc|impc,N,N,OMIM|OpenTargets_Platform
DUP16P11.2,Chromosome 16p11.2 duplication syndrome,Y,N,,,N,N,OMIM
DUP16P13.3,Chromosome 16p13.3 duplication syndrome,Y,N,,,N,N,OMIM
DUP1Q21,Chromosome 1q21.1 duplication syndrome,Y,N,,,N,N,OMIM
DUP22Q11.2,Chromosome 22q11.2 microduplication syndrome,Y,N,,,N,N,OMIM
DUP7Q11.23,Chromosome 7q11.23 duplication syndrome,Y,N,,,N,N,OMIM
DUPXQ25,Xq25 duplication syndrome,Y,N,,,N,N,OMIM
DUPXQ28,Chromosome Xq28 duplication syndrome,Y,N,,,N,N,OMIM
DUSP26,dual specificity phosphatase 26,N,Y,0.2582683098523095,gwas_credible_sets,N,N,OpenTargets_Platform
DVL1,dishevelled segment polarity protein 1,Y,N,0.008654328263866766,europepmc,N,N,OMIM
DYM,dymeclin,N,Y,0.11493933480694225,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,N,Y,0.02799725070586195,gwas_credible_sets,N,N,OpenTargets_Platform
DYSF,dysferlin,N,Y,0.13138529250366096,eva|gwas_credible_sets|europepmc,Y,N,OpenTargets_Platform|ClinVar
DZIP1,DAZ interacting zinc finger protein 1,Y,N,,,N,N,OMIM
E2F3,E2F transcription factor 3,N,Y,0.19898454526723075,gwas_credible_sets,N,N,OpenTargets_Platform
ECM1,extracellular matrix protein 1,N,Y,0.06330972216708369,gwas_credible_sets,N,N,OpenTargets_Platform
EDA,ectodysplasin A,N,Y,0.0185156129297836,gwas_credible_sets,N,N,OpenTargets_Platform
EDDM13,epididymal protein 13,N,Y,0.019094682111395,gwas_credible_sets,N,N,OpenTargets_Platform
EDDM3A,epididymal protein 3A,N,Y,0.059548348029837696,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EDDM3B,epididymal protein 3B,N,Y,0.12678446940649696,gwas_credible_sets,N,N,OpenTargets_Platform
EFEMP1,EGF-like fibulin extracellular matrix protein 1,N,Y,0.11138111600331102,gwas_credible_sets,N,N,OpenTargets_Platform
EFNA5,ephrin A5,N,Y,0.42024695797174927,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EGF,epidermal growth factor,Y,N,0.0627800991512093,europepmc,N,N,OMIM
EGFLAM,"EGF like, fibronectin type III and laminin G domains",N,Y,0.01905772625389663,gwas_credible_sets,N,N,OpenTargets_Platform
EGR1,early growth response 1,N,Y,0.074785357226995,impc|europepmc|gwas_credible_sets|expression_atlas,N,N,OpenTargets_Platform
EGR2,early growth response 2,N,Y,0.10024485533916802,gwas_credible_sets|europepmc|expression_atlas,N,N,OpenTargets_Platform
EHMT1,euchromatic histone lysine methyltransferase 1,N,Y,0.2726695037239744,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
EIF3C,eukaryotic translation initiation factor 3 subunit C,N,Y,0.026010543623581208,gwas_credible_sets,N,N,OpenTargets_Platform
ELAVL2,ELAV like RNA binding protein 2,N,Y,0.2048420642360498,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ELAVL4,ELAV like RNA binding protein 4,N,Y,0.22926942064077951,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ELFN1,extracellular leucine rich repeat and fibronectin type III domain containing 1,N,Y,0.07584940271577283,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
ELFN2,extracellular leucine rich repeat and fibronectin type III domain containing 2,N,Y,0.30365460448335496,gwas_credible_sets|impc,N,N,OpenTargets_Platform
ELMO1,engulfment and cell motility 1,N,Y,0.18415976490480201,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ELN,elastin,Y,N,,,N,N,OMIM
ELOA2,elongin A2,N,Y,0.02129534270888501,gwas_credible_sets,Y,N,OpenTargets_Platform|ClinVar
ELOVL7,ELOVL fatty acid elongase 7,N,Y,0.03873038575065103,gwas_credible_sets,N,N,OpenTargets_Platform
ELP4,elongator acetyltransferase complex subunit 4,N,N,0.003908922929715197,europepmc,Y,N,ClinVar
EMB,embigin,N,Y,0.39804344443841355,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EMC10,ER membrane protein complex subunit 10,Y,N,0.0073915970936940375,europepmc,N,N,OMIM
EML2,EMAP like 2,N,Y,0.029869615192015732,gwas_credible_sets,N,N,OpenTargets_Platform
EML6,EMAP like 6,N,Y,0.10275276639197008,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EMX1,empty spiracles homeobox 1,N,Y,0.46040692708109926,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ENFL2,"Epilepsy, nocturnal frontal lobe, type 2",Y,N,,,N,N,OMIM
ENOX1,ecto-NOX disulfide-thiol exchanger 1,N,Y,0.4386278808025858,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ENSG00000283128,novel protein,N,Y,0.053808229670009,gwas_credible_sets,N,N,OpenTargets_Platform
ENSG00000284526,novel protein,N,Y,0.029270740853928882,gwas_credible_sets,N,N,OpenTargets_Platform
ENSG00000285976,novel protein,N,Y,0.06348606584847719,gwas_credible_sets,N,N,OpenTargets_Platform
ENSG00000288708,novel protein,N,Y,0.0708944582655793,gwas_credible_sets,N,N,OpenTargets_Platform
ENSG00000288914,novel protein,N,Y,0.05781958723455236,gwas_credible_sets,N,N,OpenTargets_Platform
ENSG00000289360,novel protein,N,Y,0.05512831060157476,gwas_credible_sets,N,N,OpenTargets_Platform
ENSG00000289764,novel protein,N,Y,0.04360896096377243,gwas_credible_sets,N,N,OpenTargets_Platform
ENTREP1,endosomal transmembrane epsin interactor 1,N,Y,0.0526492264942904,gwas_credible_sets|expression_atlas,N,N,OpenTargets_Platform
ENY2,ENY2 transcription and export complex 2 subunit,N,Y,0.05730150405987905,gwas_credible_sets,N,N,OpenTargets_Platform
EP300,EP300 lysine acetyltransferase,N,Y,0.3090787397702052,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EPAS1,endothelial PAS domain protein 1,N,Y,0.1513490314653253,gwas_credible_sets,N,N,OpenTargets_Platform
EPB41,erythrocyte membrane protein band 4.1,N,Y,0.2772294566110472,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EPC2,enhancer of polycomb 2,N,Y,0.2960181533201989,gwas_credible_sets,N,N,OpenTargets_Platform
EPHA5,EPH receptor A5,N,Y,0.3092445889081971,gwas_credible_sets,N,N,OpenTargets_Platform
EPHX2,epoxide hydrolase 2,N,Y,0.15259610202857096,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EPN2,epsin 2,N,Y,0.21305946208384324,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EPO,erythropoietin,N,Y,0.07780531063019286,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EPRS1,glutamyl-prolyl-tRNA synthetase 1,N,Y,0.022461821932870905,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ERBB4,erb-b2 receptor tyrosine kinase 4,Y,Y,0.41474184844356027,gwas_credible_sets|eva|europepmc|impc,Y,N,OMIM|OpenTargets_Platform|ClinVar
ERCC4,"ERCC excision repair 4, endonuclease catalytic subunit",N,Y,0.3169545756272252,gwas_credible_sets,N,N,OpenTargets_Platform
ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit",N,Y,0.13800570070837384,gwas_credible_sets,N,N,OpenTargets_Platform
ERICH1,glutamate rich 1,N,Y,0.06826550100546482,gwas_credible_sets,N,N,OpenTargets_Platform
ERLIN1,ER lipid raft associated 1,N,Y,0.19784088249769466,gwas_credible_sets,N,N,OpenTargets_Platform
ESAM,endothelial cell adhesion molecule,N,Y,0.5238092989013854,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ESR1,estrogen receptor 1,N,Y,0.40833418453139253,clinical_precedence|europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
ESR2,estrogen receptor 2,N,Y,0.43990531521843473,clinical_precedence|gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ESS2,ess-2 spliceosome associated protein,Y,N,0.01528376956834435,europepmc,N,N,OMIM
ETAA1,ETAA1 activator of ATR kinase,N,Y,0.042021558052975395,gwas_credible_sets,N,N,OpenTargets_Platform
ETF1,eukaryotic translation termination factor 1,N,Y,0.08356457733826693,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
ETS1,"ETS proto-oncogene 1, transcription factor",N,Y,0.17152751712506253,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EVA1A,"eva-1 homolog A, regulator of programmed cell death",N,Y,0.018811716884796645,gwas_credible_sets,N,N,OpenTargets_Platform
EVA1B,eva-1 homolog B,N,Y,0.03416059681432742,gwas_credible_sets,N,N,OpenTargets_Platform
EXOC4,exocyst complex component 4,N,Y,0.25510288442989804,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
EXOC6B,exocyst complex component 6B,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
EYA2,EYA transcriptional coactivator and phosphatase 2,N,Y,0.3015952633550103,gwas_credible_sets,N,N,OpenTargets_Platform
EYS,EGF-like photoreceptor maintenance factor,N,Y,0.3251637039848623,gwas_credible_sets,N,N,OpenTargets_Platform
F2,"coagulation factor II, thrombin",N,Y,0.10917301747845662,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FADS1,fatty acid desaturase 1,N,Y,0.1858039404763037,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FADS2,fatty acid desaturase 2,N,Y,0.11837784445390906,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FAF1,Fas associated factor 1,N,Y,0.05968485810460647,gwas_credible_sets,N,N,OpenTargets_Platform
FAHD2B,fumarylacetoacetate hydrolase domain containing 2B,N,Y,0.041110517413123965,gwas_credible_sets,N,N,OpenTargets_Platform
FAM114A2,family with sequence similarity 114 member A2,N,Y,0.026302435475464965,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FAM120A,family with sequence similarity 120 member A,N,Y,0.25737003253643786,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FAM120AOS,family with sequence similarity 120 member A opposite strand,N,Y,0.17586598313038523,gwas_credible_sets,N,N,OpenTargets_Platform
FAM124B,family with sequence similarity 124 member B,N,Y,0.04565430106723557,gwas_credible_sets,N,N,OpenTargets_Platform
FAM184A,family with sequence similarity 184 member A,N,Y,0.14367773230787376,gwas_credible_sets,N,N,OpenTargets_Platform
FAM186B,family with sequence similarity 186 member B,N,Y,0.24770369369669598,gwas_credible_sets,N,N,OpenTargets_Platform
FAM216A,family with sequence similarity 216 member A,N,Y,0.09971419915272797,gwas_credible_sets,N,N,OpenTargets_Platform
FAM221A,family with sequence similarity 221 member A,N,Y,0.12250982686617849,gwas_credible_sets,N,N,OpenTargets_Platform
FAM234A,family with sequence similarity 234 member A,N,Y,0.049315035128375734,gwas_credible_sets,N,N,OpenTargets_Platform
FAM3B,FAM3 metabolism regulating signaling molecule B,N,Y,0.044011345019513044,gwas_credible_sets,N,N,OpenTargets_Platform
FAM53C,family with sequence similarity 53 member C,N,Y,0.06256458430461939,gwas_credible_sets,N,N,OpenTargets_Platform
FAM78A,family with sequence similarity 78 member A,N,Y,0.03669504898940821,gwas_credible_sets,N,N,OpenTargets_Platform
FANCA,FA complementation group A,N,Y,0.12753829615030113,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FANCI,FA complementation group I,N,Y,0.2874055523176994,gwas_credible_sets,N,N,OpenTargets_Platform
FANCL,FA complementation group L,N,Y,0.20998773845533572,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FAR2,fatty acyl-CoA reductase 2,N,Y,0.043453005171121335,gwas_credible_sets,N,N,OpenTargets_Platform
FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",N,Y,0.19529476407350752,gwas_credible_sets,N,N,OpenTargets_Platform
FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2",N,Y,0.020954520541684087,gwas_credible_sets,N,N,OpenTargets_Platform
FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial",N,Y,0.11161311611477993,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
FASTKD1,FAST kinase domains 1,N,Y,0.022832780452240225,gwas_credible_sets,N,N,OpenTargets_Platform
FAT1,FAT atypical cadherin 1,N,Y,0.02835319351411031,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
FBN2,fibrillin 2,N,Y,0.29598213643501303,gwas_credible_sets,N,N,OpenTargets_Platform
FBP1,fructose-bisphosphatase 1,N,Y,0.1132762254608611,eva|europepmc,Y,N,OpenTargets_Platform|ClinVar
FBP2,fructose-bisphosphatase 2,Y,N,,,N,N,OMIM
FBXL17,F-box and leucine rich repeat protein 17,N,Y,0.02582308509837636,gwas_credible_sets,N,N,OpenTargets_Platform
FBXO11,F-box protein 11,N,Y,0.0809323972098777,gwas_credible_sets,N,N,OpenTargets_Platform
FBXO31,F-box protein 31,N,Y,0.042430476871380594,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FBXW7,F-box and WD repeat domain containing 7,N,Y,0.2819287781877245,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FCGR2A,Fc gamma receptor IIa,Y,Y,0.3230798631460486,gwas_credible_sets|europepmc,N,N,OMIM|OpenTargets_Platform
FCGR2B,Fc gamma receptor IIb,Y,Y,0.09359857801101029,gwas_credible_sets|europepmc,N,N,OMIM|OpenTargets_Platform
FERD3L,Fer3 like bHLH transcription factor,N,Y,0.02279552858440871,gwas_credible_sets,N,N,OpenTargets_Platform
FES,"FES proto-oncogene, tyrosine kinase",N,Y,0.550347729644645,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FEZ1,fasciculation and elongation protein zeta 1,Y,N,0.04543083860230432,europepmc,N,N,OMIM
FGF14,fibroblast growth factor 14,Y,Y,0.07467622026168105,europepmc|gwas_credible_sets,N,N,OMIM|OpenTargets_Platform
FGFR1,fibroblast growth factor receptor 1,N,Y,0.2950924882779582,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FGFR2,fibroblast growth factor receptor 2,Y,N,0.013191947590828937,europepmc,N,N,OMIM
FHIT,fragile histidine triad diadenosine triphosphatase,N,Y,0.4115319486001175,gwas_credible_sets|europepmc,Y,N,OpenTargets_Platform|ClinVar
FKBP15,FKBP prolyl isomerase family member 15,N,Y,0.25479175061523496,gwas_credible_sets,N,N,OpenTargets_Platform
FKBP1A,FKBP prolyl isomerase 1A,N,Y,0.004250168328874071,clinical_precedence|europepmc,N,N,OpenTargets_Platform
FKBP4,FKBP prolyl isomerase 4,N,Y,0.033668348463382305,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FKBP5,FKBP prolyl isomerase 5,Y,N,0.10438568231918288,europepmc|expression_atlas,N,N,OMIM
FLI1,"Fli-1 proto-oncogene, ETS transcription factor",N,Y,0.03580115010143009,gwas_credible_sets,N,N,OpenTargets_Platform
FMN1,formin 1,N,Y,0.051671609471371394,impc|gwas_credible_sets,N,N,OpenTargets_Platform
FNBP1L,formin binding protein 1 like,N,Y,0.021497537041511253,gwas_credible_sets,N,N,OpenTargets_Platform
FOXG1,forkhead box G1,N,Y,0.2867665626699046,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FOXN2,forkhead box N2,N,Y,0.21093823832738098,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FOXO3,forkhead box O3,N,Y,0.4236639959992685,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FOXO6,forkhead box O6,N,Y,0.3131040587550929,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FOXP1,forkhead box P1,N,Y,0.45136245151962906,gwas_credible_sets|impc|europepmc,N,N,OpenTargets_Platform
FOXP2,forkhead box P2,N,Y,0.33928521333382516,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FRA16E,"fragile site, distamycin A type, rare, fra(16)(p12.1)",Y,N,,,N,N,OMIM
FREM2,FRAS1 related extracellular matrix 2,N,Y,0.11876595054130958,eva|gwas_credible_sets,Y,N,OpenTargets_Platform|ClinVar
FRMD3,FERM domain containing 3,N,Y,0.03274944052107045,gwas_credible_sets,N,N,OpenTargets_Platform
FRMD4B,FERM domain containing 4B,N,Y,0.14550767644810017,gwas_credible_sets,N,N,OpenTargets_Platform
FRMD5,FERM domain containing 5,N,Y,0.22761905996012413,gwas_credible_sets|impc,N,N,OpenTargets_Platform
FRY,FRY microtubule binding protein,N,Y,0.41006692178866166,gwas_credible_sets,N,N,OpenTargets_Platform
FST,follistatin,N,Y,0.018653455992777405,gwas_credible_sets,N,N,OpenTargets_Platform
FTCDNL1,formiminotransferase cyclodeaminase N-terminal like,N,Y,0.3164755671020568,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FTL,ferritin light chain,Y,N,0.00406537840153172,europepmc,N,N,OMIM
FTO,FTO alpha-ketoglutarate dependent dioxygenase,N,Y,0.30092205097985547,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FUBP1,far upstream element binding protein 1,N,Y,0.06152029377346162,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FURIN,"furin, paired basic amino acid cleaving enzyme",N,Y,0.32333595098114143,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FUT2,fucosyltransferase 2 (H blood group),N,Y,0.18309936964922735,gwas_credible_sets,N,N,OpenTargets_Platform
FUT9,fucosyltransferase 9,N,Y,0.48779213143449396,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FXN,frataxin,N,Y,0.04352016248871906,europepmc|gwas_credible_sets,N,N,OpenTargets_Platform
FXR1,FMR1 autosomal homolog 1,N,Y,0.4418051364019211,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FXYD6,FXYD domain containing ion transport regulator 6,Y,N,0.07199428728081109,impc|europepmc,N,N,OMIM
FYN,"FYN proto-oncogene, Src family tyrosine kinase",N,Y,0.31597380766089406,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
FZD3,frizzled class receptor 3,Y,N,0.041398467733392744,europepmc,N,N,OMIM
FZD8,frizzled class receptor 8,N,Y,0.16755331448320737,gwas_credible_sets,N,N,OpenTargets_Platform
GAB1,GRB2 associated binding protein 1,N,Y,0.030192615411394386,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GABBR1,gamma-aminobutyric acid type B receptor subunit 1,N,Y,0.08938399430659572,clinical_precedence|impc|europepmc,N,N,OpenTargets_Platform
GABBR2,gamma-aminobutyric acid type B receptor subunit 2,N,Y,0.24191759526080994,gwas_credible_sets|clinical_precedence|europepmc,N,N,OpenTargets_Platform
GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1,N,Y,0.034158718869576145,europepmc|clinical_precedence,N,N,OpenTargets_Platform
GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,N,Y,0.27760118988247345,gwas_credible_sets|clinical_precedence|europepmc,N,N,OpenTargets_Platform
GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,N,Y,0.07684379867918255,europepmc|impc|clinical_precedence|expression_atlas,N,N,OpenTargets_Platform
GABRA4,gamma-aminobutyric acid type A receptor subunit alpha4,N,Y,0.02273719060483314,gwas_credible_sets|clinical_precedence|europepmc,N,N,OpenTargets_Platform
GABRA5,gamma-aminobutyric acid type A receptor subunit alpha5,N,Y,0.12125454308913897,eva|gwas_credible_sets|europepmc|clinical_precedence,Y,N,OpenTargets_Platform|ClinVar
GABRA6,gamma-aminobutyric acid type A receptor subunit alpha6,N,Y,0.012727508906775162,europepmc|clinical_precedence,N,N,OpenTargets_Platform
GABRB1,gamma-aminobutyric acid type A receptor subunit beta1,N,Y,0.3021836311536485,gwas_credible_sets|europepmc|clinical_precedence,N,N,OpenTargets_Platform
GABRB2,gamma-aminobutyric acid type A receptor subunit beta2,N,Y,0.08765732923256682,europepmc|clinical_precedence,Y,N,OpenTargets_Platform|ClinVar
GABRB3,gamma-aminobutyric acid type A receptor subunit beta3,N,Y,0.310450511340359,gwas_credible_sets|eva|europepmc|clinical_precedence,Y,N,OpenTargets_Platform|ClinVar
GABRD,gamma-aminobutyric acid type A receptor subunit delta,N,Y,0.007384000174458851,europepmc|clinical_precedence,N,N,OpenTargets_Platform
GABRE,gamma-aminobutyric acid type A receptor subunit epsilon,N,Y,0.009891394166353061,europepmc|clinical_precedence,N,N,OpenTargets_Platform
GABRG1,gamma-aminobutyric acid type A receptor subunit gamma1,N,Y,0.03226647530189609,gwas_credible_sets|europepmc|clinical_precedence,N,N,OpenTargets_Platform
GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,Y,Y,0.0211407473068446,europepmc|clinical_precedence,N,N,OMIM|OpenTargets_Platform
GABRG3,gamma-aminobutyric acid type A receptor subunit gamma3,N,Y,0.00572335469407559,clinical_precedence|europepmc,N,N,OpenTargets_Platform
GABRP,gamma-aminobutyric acid type A receptor subunit pi,N,Y,0.004989328038243475,clinical_precedence|europepmc,N,N,OpenTargets_Platform
GABRQ,gamma-aminobutyric acid type A receptor subunit theta,N,Y,0.014459811814538955,europepmc|clinical_precedence,N,N,OpenTargets_Platform
GAD1,glutamate decarboxylase 1,Y,N,0.08544310860197438,europepmc,N,N,OMIM
GALM,galactose mutarotase,N,Y,0.11087395640541053,eva,Y,N,OpenTargets_Platform|ClinVar
GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,N,Y,0.43835943711659686,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,N,Y,0.317146448735316,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GALNT17,polypeptide N-acetylgalactosaminyltransferase 17,N,Y,0.31481335765268625,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GALNT4,polypeptide N-acetylgalactosaminyltransferase 4,N,Y,0.33268845859934104,gwas_credible_sets,Y,N,OpenTargets_Platform|ClinVar
GAPT,"GRB2 binding adaptor protein, transmembrane",N,Y,0.10194659924784569,gwas_credible_sets,N,N,OpenTargets_Platform
GARIN6,golgi associated RAB2 interactor family member 6,N,Y,0.09750255450669008,gwas_credible_sets,N,N,OpenTargets_Platform
GAS2L2,growth arrest specific 2 like 2,N,Y,0.02748472189355598,gwas_credible_sets,N,N,OpenTargets_Platform
GAS7,growth arrest specific 7,N,Y,0.3199093289961326,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GATA6,GATA binding protein 6,Y,N,,,N,N,OMIM
GATAD2A,GATA zinc finger domain containing 2A,N,Y,0.15067602020697904,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GBX2,gastrulation brain homeobox 2,N,Y,0.213474155580135,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GCFC2,GC-rich sequence DNA-binding factor 2,N,Y,0.16613889901980708,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GCLM,glutamate-cysteine ligase modifier subunit,Y,N,0.004003255882987185,europepmc,N,N,OMIM
GDNF,glial cell derived neurotrophic factor,N,Y,0.44486842026159534,gwas_credible_sets|europepmc,N,N,OpenTargets_Platform
GDPD3,glycerophosphodiester phosphodiesterase domain containing 3,N,Y,0.019517006249251286,gwas_credible_sets,N,N,OpenTargets_Platform
GFM1,G elongation factor mitochondrial 1,N,Y,0.020357302484670572,gwas_credible_sets,N,N,OpenTargets_Platform
GGNBP2,gametogenetin binding protein 2,N,Y,0.466345918961032,gwas_credible_sets,N,N,OpenTargets_Platform
